店铺名字,类别,id,月销售,经度,纬度
大口九,奶茶果汁,E3758146360003416025,1,113.258039,23.206091
佐敦道(萧岗店),奶茶果汁,E4880138561476193292,0,113.265503,23.191808
茶芝果趣(新市奶茶店),奶茶果汁,E16215884247726195756,8,113.260706,23.191717
趣道贡茶(新市天地店),奶茶果汁,E5874946474070577074,14,113.265656,23.191808
茶里爱,奶茶果汁,E3308577445285415305,0,113.26821,23.219223
鹿角巷THEALLE(YH城店),奶茶果汁,E12484546648285118270,982,113.268146,23.214317
royaltea皇茶(联合店),奶茶果汁,E15560191503790680207,402,113.261617,23.207692
1点点（百信广场店）,奶茶果汁,E8311905944907962042,1099,113.2620199,23.19455024
ITEA茶饮(夏茅公开学院店),奶茶果汁,E16256103400624293220,549,113.256283,23.229607
茶匠良品(江夏店),奶茶果汁,E850739092834039642,459,113.275908,23.210254
Honeycup哈尼卡布(新市天地店),奶茶果汁,E3577159738083222786,67,113.265755,23.191207
寳島壹點點,奶茶果汁,E15376428574062026020,68,113.2581,23.20637
旧时光手抓饼(江夏店),奶茶果汁,E14039833315008231780,50,113.278411,23.209348
橘菓子（百信店）,奶茶果汁,E2712461469663273725,75,113.261825,23.193397
奢茶（江夏店）,奶茶果汁,E7078040577904810749,79,113.282568,23.211818
上茶·奶茶果汁,奶茶果汁,E8987140724392350564,65,113.282804,23.212276
鹿角巷(江夏店),奶茶果汁,E15992781390427436580,50,113.282188,23.21152
星茶师(新市天地店),奶茶果汁,E13410319911879593115,185,113.265839,23.191717
DKJ奶茶咖啡(石岗店),奶茶果汁,E12130965857175404794,41,113.2553494,23.20785259
堂茶丶手抓饼(夏茅海口桥店),奶茶果汁,E15218478244791578319,101,113.255101,23.221047
壹号茶社(鹤边店),奶茶果汁,E6200928844785581041,120,113.265257,23.221368
點茶(夏茅店),奶茶果汁,E7101116302355292902,18,113.254913,23.221469
解忧茶语奶茶小吃,奶茶果汁,E5185620122226488181,104,113.275086,23.235208
汁冷汁热糖水甜品(齐富路店),奶茶果汁,E15130482924829372115,38,113.26804,23.19533
CC果蔬吧(百信广场店),奶茶果汁,E10311248645338302017,27,113.261093,23.194615
爱麦斯(解放庄店),奶茶果汁,E6822281727265088100,16,113.289255,23.216996
恋茶派对(江夏店),奶茶果汁,E14726467304126354468,8,113.279104,23.204918
陕果集市(云都汇店),奶茶果汁,E2994950507811137204,0,113.267336,23.20614
royaltea皇茶,奶茶果汁,E1736779032875747598,139,113.278599,23.206992
記憶茶饮(鹤边店),奶茶果汁,E11618750344850702830,5,113.265415,23.2208
转角点甜品店,奶茶果汁,E945245236273517413,0,113.273015,23.191666
爱珊瑚芭,奶茶果汁,E4336286613604912928,51,113.279843,23.210629
Taning挞柠·柠檬茶(百信广场店),奶茶果汁,E3382645529962193769,0,113.25934,23.195904
小蜥蜴茶饮(江夏店),奶茶果汁,E260452249627329173,0,113.279935,23.211979
royaltea皇茶,奶茶果汁,E18268551535547920175,2,113.265503,23.191808
茶女子(万达广场店),奶茶果汁,E10998683777655429331,54,113.266777,23.172558
御見贡茶,奶茶果汁,E10950501556342870184,0,113.268778,23.222624
益禾堂（夏茅店）,奶茶果汁,E13085395841700297550,1016,113.256152,23.2293
一定约,奶茶果汁,E5922470043914301531,931,113.274082,23.235478
简谷茶,奶茶果汁,E5657102949057559888,41,113.279623,23.236089
大口九茶饮(夏茅店),奶茶果汁,E4692587453139747835,17,113.259709,23.227241
清鑫扬淼小吃店,奶茶果汁,E5022628803300735282,560,113.26997,23.216375
龍福贡茶(（夏茅店）),奶茶果汁,E3585806689031475328,4,113.254763,23.221443
贡茶(嘉禾望岗店),奶茶果汁,E7918197056228875256,628,113.277003,23.240172
嘻茶夫茶饮+手抓饼,奶茶果汁,E9668545306242293364,61,113.271496,23.246325
等一个人奶茶咖啡,奶茶果汁,E7670864660144865785,45,113.251054,23.263024
大口九茶饮,奶茶果汁,E9923978560343903952,47,113.256298,23.248676
多味可,奶茶果汁,E10765212232622823685,1,113.258105,23.2456
柠檬唔酸,奶茶果汁,E1737065560341867869,0,113.274894,23.22887
惯茶(嘉禾望岗店),奶茶果汁,E4334664536172594891,0,113.288185,23.237652
皇茶(清湖牌坊店),奶茶果汁,E4100558150935875259,1291,113.270328,23.257865
抹简单奶茶汉堡(桃源西街店),奶茶果汁,E13289048340147151380,93,113.252643,23.26061
DKJ咖啡茶饮(桃源店),奶茶果汁,E13526675272296645124,74,113.250925,23.263363
饮来饮趣(清湖店),奶茶果汁,E5564649371385655741,179,113.271715,23.257404
念茶(望岗分店),奶茶果汁,E6958943416765598222,106,113.2741,23.235444
8090鲜萃茶（清湖店）,奶茶果汁,E16643164872228204440,40,113.272316,23.256677
大口九(清湖牌坊店),奶茶果汁,E16893665593323633295,26,113.271373,23.256332
济昌凉茶,奶茶果汁,E2701981459250552418,36,113.278294,23.239446
贡茶(嘉禾望岗店),奶茶果汁,E7456651650966727746,4100,113.273348,23.231539
Energytea茶稻谷,奶茶果汁,E4039910608543611419,26,113.280072,23.238691
益禾堂(嘉禾望岗店),奶茶果汁,E17101800008826286701,1851,113.290079,23.235684
鹿角巷(晋和店),奶茶果汁,E9068060320884671820,31,113.288186,23.237651
书亦烧仙草(嘉禾望岗店),奶茶果汁,E12131273607607693820,1692,113.290079,23.235684
茶颜观色(嘉禾望岗店),奶茶果汁,E17106637283462235426,21,113.28966,23.235981
柠檬茶坊,奶茶果汁,E16232173880190813782,1,113.283262,23.235478
不负年华(好茶蛋挞),奶茶果汁,E13681487174667935665,95,113.290451,23.232332
一芳台湾水果茶（广州花都嘉华广场店）,奶茶果汁,E15665771286597121999,178,113.26229,23.37351
原鲜生活（清布店）,奶茶果汁,E15321597300945770758,19,113.258777,23.376991
御合贡茶,奶茶果汁,E13341452630293040937,47,113.279257,23.449999
茶后感(花山店),奶茶果汁,E5873820143697889168,53,113.274997,23.452116
黑熊散步(井岸店),奶茶果汁,E4936581447092466257,91,113.297645,22.212854
Imperial court皇茶,奶茶果汁,E5785533431948354670,620,113.259155,22.720993
贡茶,奶茶果汁,E7291960844912452149,184,113.290078,22.756403
斗音奶茶小吃店,奶茶果汁,E14880011534220565367,549,113.288421,22.763726
茶休休,奶茶果汁,E5548123460006257576,252,113.277491,22.758767
乌门町茶饮·卤味·小吃(容桂店),奶茶果汁,E5917999105293617868,88,113.277554,22.760394
LONGCHA奶茶鲜果茶,奶茶果汁,E11086824262861533636,143,113.298538,22.765256
网红奶茶便当,奶茶果汁,E4511746280159986495,830,113.29987,22.765581
茶道夫,奶茶果汁,E8341661485748460127,201,113.297625,22.766226
奉茶(容桂店),奶茶果汁,E1174932905755119015,100,113.298484,22.765286
蒂摩斯茶(东凤同安店),奶茶果汁,E5335380512575301732,48,113.25049,22.727465
茶饮连锁店,奶茶果汁,E16677140442062289198,30,113.291681,22.748766
爱乐饮茶屋(容桂店),奶茶果汁,E16655605363634517343,51,113.296799,22.766749
品菋时光真茶饮,奶茶果汁,E11389105732484797318,27,113.284852,22.75608
巴洛克奶茶,奶茶果汁,E11239941979984643208,59,113.296323,22.76702
时光忆茶,奶茶果汁,E18365556271545776249,52,113.296814,22.765522
ORtea(朗宁郡店),奶茶果汁,E14628895714951594127,9,113.299461,22.759636
二月鲜茶饮(容桂店),奶茶果汁,E1354235303126031275,38,113.27749,22.758755
車輪餅,奶茶果汁,E1451231178725389293,563,113.272129,22.765201
HALO CAFE(天佑城店),奶茶果汁,E3597563846638609267,1775,113.270296,22.761122
佐敦道(容桂店),奶茶果汁,E3513156533954398512,1448,113.276625,22.772649
初心手作烘焙,奶茶果汁,E14401527518288507292,177,113.286885,22.762902
快乐番薯(顺德容桂店),奶茶果汁,E13681265004321520178,82,113.274499,22.760199
奶香满屋,奶茶果汁,E2433613727451280741,58,113.270675,22.765521
郁茶香(容里店),奶茶果汁,E6432467477384071830,42,113.294014,22.762591
Super喵,奶茶果汁,E9419745304835819963,65,113.270588,22.764992
黑龙茶,奶茶果汁,E16510474467139716096,33,113.27783,22.77516
海南椰奶清补凉(容桂店),奶茶果汁,E14873403038101170163,9,113.267649,22.774033
台湾贡茶(新城区店),奶茶果汁,E16662388176743935986,181,113.282146,22.798884
Firstmind花园街(新城区店),奶茶果汁,E13535576584367987908,534,113.305289,22.796812
利荣年奶茶(东涌店),奶茶果汁,E18047986248454827801,68,113.455853,22.887532
果乐甘草水果果汁,奶茶果汁,E18061525958040526139,257,113.289314,22.796216
潮D网红饮品店,奶茶果汁,E7899742865509467402,1,113.268953,22.834217
CoCo都可(大良大融城店),奶茶果汁,E11208586783490286114,298,113.272362,22.826601
佐敦道(大良康城店),奶茶果汁,E360608530425606543,380,113.27051,22.833283
宜人方,奶茶果汁,E4187744849199883994,6,113.268618,22.820673
爱尚饮创意饮品,奶茶果汁,E14084136205346680031,44,113.272939,22.87989
霞姐糖水（碧江万象店）,奶茶果汁,E1607954040872826385,320,113.260502,22.941825
贡茶(碧江店),奶茶果汁,E5240527422963502390,137,113.261402,22.941718
TEA  TIME  茶时光,奶茶果汁,E8666352893143024405,82,113.283841,22.947951
抹简单奶茶炸鸡汉堡,奶茶果汁,E17817498706444567225,91,113.28356,22.947745
Skygol生活馆,奶茶果汁,E8397437009061310109,4,113.281486,22.951141
奶思@茶.奶茶.炸鸡.面包.蛋糕.披萨,奶茶果汁,E4747777844383043416,6,113.260008,22.981418
贡茶,奶茶果汁,E6581637705156132449,217,113.261431,22.987084
利荣年奶茶(大石店),奶茶果汁,E17931410249296319305,508,113.306747,23.023787
炒酸奶,奶茶果汁,E13660242837893115397,26,113.269952,22.999448
大囗九,奶茶果汁,E10378436258266955257,35,113.297416,23.009345
苏小遇家,奶茶果汁,E9954945764197900587,6,113.271197,23.000782
Royaltea皇荼,奶茶果汁,E17338748051059055813,375,113.259558,22.98538
手作的茶,奶茶果汁,E9303545439289752701,0,113.297346,23.009484
快乐番薯(番禺东乡店),奶茶果汁,E12193183072110027559,188,113.278211,23.04653
鹿角巷 THE ALLEY(南浦店),奶茶果汁,E1734836748188568834,444,113.27816,23.046155
小确茶(大石店),奶茶果汁,E17341730021767325612,1189,113.310358,23.025766
HiTea茶室(厦滘店),奶茶果汁,E10208293577658455110,529,113.31725,23.038657
贡茶(大石店),奶茶果汁,E756328992114791726,2140,113.318797,23.018627
普盈士王子拉茶(大石店),奶茶果汁,E16404306909668829586,150,113.3105613,23.02616708
ORDER柠檬茶,奶茶果汁,E12136490468557859003,154,113.303827,23.04096
鹿角巷,奶茶果汁,E5564226282368890002,344,113.307682,23.026905
贡茶(大石店),奶茶果汁,E15675379668655185206,752,113.30883,23.027873
大口九(洛溪店),奶茶果汁,E4081040867133774186,50,113.30172,23.041045
8090鲜萃茶,奶茶果汁,E6427255188374341207,59,113.299499,23.043099
冰林吧,奶茶果汁,E15522062608845321511,11,113.306527,23.044843
鹿角巷(南浦尚岛国际店),奶茶果汁,E8251171228923640152,38,113.293399,23.034271
地铁站港式奶茶,奶茶果汁,E4407491901826784949,33,113.278194,23.046201
粤色茶颜奶茶店(岭南电商园店),奶茶果汁,E1850028042345076152,50,113.316874,23.03914
8090鲜萃茶(奥园店),奶茶果汁,E2382980771182491308,40,113.306362,23.041095
8090鲜萃茶(番禺大石店),奶茶果汁,E17130512710917613113,34,113.311079,23.023247
小新天地奶茶店,奶茶果汁,E5160779166910938850,10,113.306175,23.024416
故事小城,奶茶果汁,E770916322457978346,0,113.28504,23.042625
8090鲜萃茶(锦绣半岛店),奶茶果汁,E3976856391979097582,7,113.260219,23.043608
HiTea时光,奶茶果汁,E6183438730456941253,17,113.278248,23.045836
杨小贤(洛溪店),奶茶果汁,E2541903912256266458,1,113.29955,23.043518
鲜果VC(上漖店),奶茶果汁,E667942874486119471,3,113.312059,23.040829
Lisa's home丽莎家,奶茶果汁,E18394760259633485965,1,113.293938,23.031092
keepooxU,奶茶果汁,E14868535282424586735,0,113.29439,23.055435
一点点甜不甜,奶茶果汁,E7574762137196803488,0,113.314867,23.018325
玖月.茶饮.面包,奶茶果汁,E4769594575589278175,179,113.31054,23.026722
SuperLemonTea超级柠檬茶,奶茶果汁,E646477123147370008,280,113.316728,23.039594
蒲茶Pro.Tea,奶茶果汁,E11477091159664640675,194,113.273942,23.074666
台湾贡茶（江南西直营店）,奶茶果汁,E458097376466292385,3234,113.269188,23.089521
御茶贡茶（江燕路店）,奶茶果汁,E12747834938129858214,1675,113.277815,23.081402
广芳园老香港茶点(燕汇广场店),奶茶果汁,E5935353903572301001,963,113.278217,23.082314
1点点（沙园店）,奶茶果汁,E7808200500177954189,1407,113.260654,23.088708
壹品贡茶(江南西店),奶茶果汁,E5561947430986335047,3740,113.272855,23.092789
大葱柠檬茶（江南西店）,奶茶果汁,E11600963243018074476,611,113.272301,23.09409
熹雀冰室(革新路店),奶茶果汁,E10951532099559170923,441,113.252996,23.096289
王子拉茶(光大金沙店),奶茶果汁,E13666919508400806015,351,113.256197,23.090114
赛百味（乐峰广场店）,奶茶果汁,E10981500055310862461,297,113.259826,23.088525
茶理宜世(乐峰广场黑金店),奶茶果汁,E6623109742661622264,983,113.260061,23.088498
CoCo都可（乐峰店）,奶茶果汁,E2595743699326605691,474,113.258875,23.088258
贡茶(前进路店),奶茶果汁,E10426854021536716199,1051,113.272717,23.103187
益禾堂(市二宫店),奶茶果汁,E14060078802121168969,2475,113.26896,23.10637
港记茶档(宝岗店),奶茶果汁,E8114346868589264159,388,113.26462,23.095616
Taning挞柠·柠檬茶(万科里店),奶茶果汁,E13684636501191265312,1193,113.278899,23.082369
桃梨花香·茶饮欧包(江南西店),奶茶果汁,E10116613303987907262,1058,113.272444,23.095638
LELECHA乐乐茶（乐峰店）,奶茶果汁,E9197878021636245000,645,113.259878,23.088489
Hitea茶室,奶茶果汁,E9338802839353652179,179,113.267755,23.074576
Hitea茶室(南田路店),奶茶果汁,E17344971204871499730,502,113.260121,23.097281
新作の茶SunTea(市二宫店),奶茶果汁,E2644843004728743035,459,113.270515,23.105078
一芳台湾水果茶(东晓南店),奶茶果汁,E10548353408589878430,711,113.293055,23.070769
贡茶(石溪美食广场店),奶茶果汁,E13183175933944081633,640,113.28034,23.0679
悦茶堂(江南西店),奶茶果汁,E12863957320506462998,608,113.269209,23.094231
超润甜品,奶茶果汁,E6176113598594905145,45,113.278109,23.067074
丘大叔柠檬茶(江南新地店),奶茶果汁,E11223555317583983891,865,113.27094,23.095048
悟茶(万国店),奶茶果汁,E14954389348787224650,818,113.273226,23.099165
WATERKING水王(石溪店),奶茶果汁,E9639731761253378737,355,113.285783,23.067693
贡茶(宝岗店),奶茶果汁,E9345747291540424880,369,113.264801,23.095964
快乐柠檬（广州江南新地店）,奶茶果汁,E16667747947256127496,182,113.272216,23.095555
愿茶(江南西店),奶茶果汁,E5333377940967524976,298,113.269516,23.094907
小清莱·泰式茶饮,奶茶果汁,E12025759031433768026,219,113.271325,23.097181
沙湾糖水铺(江南西店),奶茶果汁,E15090478911732920711,288,113.27315,23.09407
麦茶果,奶茶果汁,E1785866709708421465,98,113.302276,23.070009
SitTea(前进路店),奶茶果汁,E3818439185521808584,280,113.275972,23.10198
巴士奶茶,奶茶果汁,E2856548807709751025,22,113.275466,23.074578
开运甜品店(江南西路店),奶茶果汁,E5001972543215358960,48,113.272136,23.095197
弹丸滋地(万科里店),奶茶果汁,E4599485374678931656,107,113.279226,23.082454
一芳台湾水果茶(市二宫店),奶茶果汁,E12264633350800308552,366,113.269208,23.106295
茶酒BOILINGICE(燕翔路店),奶茶果汁,E477872116060183603,36,113.275401,23.079161
一品甜茶饮(翠城花园店),奶茶果汁,E9693448506451357033,71,113.271867,23.080011
琉璃鲸(南洲店),奶茶果汁,E6395599417993013802,304,113.302035,23.068901
黎恩凉茶(万国店),奶茶果汁,E13386812669683624405,133,113.272359,23.100715
慕茶(金碧都市广场店),奶茶果汁,E12409046322516192063,79,113.286832,23.067858
Joker祖卡·港柠(江泰店),奶茶果汁,E5003370263876735981,91,113.278878,23.083554
大葱柠檬茶scallionlemontea(时光里店),奶茶果汁,E11965348042170542272,136,113.269731,23.10197
黎恩凉茶(江南大道店),奶茶果汁,E11212111264404013663,17,113.272091,23.100532
京华鸡蛋仔(江南新地店),奶茶果汁,E18069597120105487181,52,113.269866,23.094419
LUCKYTEA小确茶,奶茶果汁,E12259108311202202647,48,113.272287,23.074661
FRUITEA果正宗·奶茶(宝岗店),奶茶果汁,E4302453066455965104,30,113.263941,23.099057
大葱柠檬茶（革新街店）,奶茶果汁,E3997797053811562435,92,113.252107,23.093437
王者客栈茶室,奶茶果汁,E10018675720413759074,142,113.254622,23.093817
脏脏茶·炸鸡饮品(东晓南店),奶茶果汁,E12713256595367595369,44,113.290265,23.069532
Hi.Tea茶室(革新路店),奶茶果汁,E5831894400854135680,300,113.251956,23.094266
百武西茶饮（广州万科里店）,奶茶果汁,E5830082587015773842,57,113.278429,23.081605
1828王老吉（乐峰广场店）,奶茶果汁,E14758105196684656672,59,113.259922,23.088707
VC超人91(中海店),奶茶果汁,E2354083326434141984,7,113.27429,23.107262
鹿角巷TheAlley(前进路同乐汇店),奶茶果汁,E15869679848900170057,72,113.271818,23.103848
一只酸奶牛(乐峰店),奶茶果汁,E2171284798101816534,59,113.259922,23.088707
1828王老吉(江南西店),奶茶果汁,E10413381967454606580,62,113.27215,23.095565
TeaMix水果茶(窝趣店),奶茶果汁,E11784439407980933855,60,113.280816,23.098874
漫雪の茶(合生广场店),奶茶果汁,E3133861036184383778,56,113.275278,23.0886
CHAJIDAKA茶记大咖,奶茶果汁,E3559717724184851417,75,113.292162,23.085699
寸茶(江南西店),奶茶果汁,E6261252969033160424,63,113.273214,23.096094
咖啡茶饮冰制品,奶茶果汁,E9241699116279823976,41,113.3046595,23.0670066
林百龄凉茶(宝岗店),奶茶果汁,E18208027691152310130,5,113.25976,23.098815
东山农门客栈（江南西店）,奶茶果汁,E1398710056403296571,10,113.274239,23.095408
巴士BUS奶茶（革新路店）,奶茶果汁,E2216496210697741461,34,113.252961,23.09624
孖喜冰室(昌岗店),奶茶果汁,E8023734763522771159,9,113.271382,23.085522
2X2茶吧(江南西店),奶茶果汁,E6845955095987137065,35,113.272473,23.094366
杰拉饮品,奶茶果汁,E7687408031910840233,14,113.259742,23.107535
GLAM迷人的·鲜果奶茶(昌岗店),奶茶果汁,E13911960278741724717,46,113.276186,23.086795
Tea room X Dardone cafe,奶茶果汁,E16424688551211919259,7,113.271283,23.094137
黎恩凉茶(革新路店),奶茶果汁,E3577214051400650434,4,113.254403,23.090559
心怡糖水,奶茶果汁,E15783389658499210665,22,113.279193,23.108689
鸡蛋仔大王（前进路店）,奶茶果汁,E1246957268724578508,14,113.276512,23.101589
Darling咑柠(革新路店),奶茶果汁,E3687531837814418403,12,113.253885,23.0928099
MilkyWay(江南西店),奶茶果汁,E12252107606659477196,22,113.269427,23.094153
自然角(南华东路店),奶茶果汁,E11791741301964237927,50,113.272132,23.109853
fruits+菓家(江南西店),奶茶果汁,E14295969957671450845,1,113.27231,23.093673
檬茶(同福西路店),奶茶果汁,E281012460550549339,3,113.2535,23.102562
MANCHA漫茶(江南西店),奶茶果汁,E3264593718579114906,25,113.267853,23.093161
茶记大咖(江泰店),奶茶果汁,E16757856972299747630,8,113.287703,23.079639
五条喜饮品店(同福西路店),奶茶果汁,E7411897741239405444,1,113.253225,23.102176
台铺奶茶(广州沙园店),奶茶果汁,E8827661057155568420,9,113.260582,23.088589
芒茶茶奶茶果汁甜品(江南西店),奶茶果汁,E13633789357961454874,130,113.27278,23.092713
TEA·BUFF水果杯·甜点·简餐,奶茶果汁,E7590043462639809144,34,113.27368,23.065649
茶菓饮品(革新路店),奶茶果汁,E9117735863587849709,1,113.253512,23.093045
予茶(文创汇店),奶茶果汁,E8143316271536391710,8,113.282964,23.066029
一芳台湾水果茶(江南西店),奶茶果汁,E8841017301552898551,564,113.268821,23.093968
益禾堂（江南西店）,奶茶果汁,E2119716290599710679,197,113.269638,23.094261
stay茶吧,奶茶果汁,E17291439905060996495,0,113.276601,23.070785
贰8·Tea,奶茶果汁,E11031346719687357829,36,113.2696,23.094696
鹿角巷The Alley(广州江南新地店),奶茶果汁,E18175482047238327511,61,113.269662,23.094417
当夏鲜食美厨(南洲路店),奶茶果汁,E6682847389461961611,66,113.294921,23.066634
仙踪林（万科里店）,奶茶果汁,E12649511040702016558,29,113.27867,23.0824
1828王老吉（昌岗店）,奶茶果汁,E4293667406745972199,54,113.275437,23.089939
明哥蛋撻,奶茶果汁,E9016995667496163942,3,113.277099,23.071854
1314一杯会说话的茶(石溪店),奶茶果汁,E254267176608133378,0,113.278788,23.067253
奶茶37.2度,奶茶果汁,E17619709513222823876,1,113.286371,23.069278
Paul Frank tea大嘴猴奶茶(江南西路店),奶茶果汁,E2507620806036320917,28,113.273283,23.096115
So.Tea搜茶,奶茶果汁,E874633911321619472,0,113.261894,23.09864
青柠,奶茶果汁,E13728758706806893000,1,113.257794,23.092513
HakunaMatata(同福中路店),奶茶果汁,E12219472626537120885,1,113.25781,23.103699
黄振龙（金碧店）,奶茶果汁,E10977260438723144583,7,113.283028,23.068929
星茶饮品店(翠城花园店),奶茶果汁,E11231885135935049783,75,113.271694,23.08003
曼记茶档(革新路店),奶茶果汁,E8984054668253309835,2,113.253376,23.093662
一座一茶,奶茶果汁,E2503273729591534747,11,113.295662,23.071119
喝嘻哈果茶坊,奶茶果汁,E11078686301003506793,137,113.300573,23.088489
轩记茶室,奶茶果汁,E16898263321330935354,1,113.28096,23.104927
小小茶室,奶茶果汁,E5094836032480919577,1,113.262245,23.099929
花臣(中大店),奶茶果汁,E6347816550812448344,1,113.290793,23.10157
盼茶PANNTEA(江南西店),奶茶果汁,E9652584793422976477,56,113.272477,23.096992
贡茶四云奶盖(江南新地店),奶茶果汁,E4823058416164611259,100,113.26977,23.094174
顿顿茶,奶茶果汁,E4871838520107142149,16,113.294332,23.100158
有着数码茶室(东晓南店),奶茶果汁,E5145010017186358379,33,113.299433,23.0688
胃食美食店,奶茶果汁,E12977974752994895738,1,113.262187,23.106963
諾晴冰室(石溪店),奶茶果汁,E2455344062909159962,0,113.285247,23.068135
益禾堂(仲恺店),奶茶果汁,E13260480872711136161,876,113.280656,23.104624
米芝莲(海珠城店),奶茶果汁,E2133240342205842990,388,113.273246,23.095611
Taning挞柠柠檬茶（广百新一城店）,奶茶果汁,E3847360222423260649,335,113.266378,23.093492
台湾贡茶（中大西门店）,奶茶果汁,E482442585057676822,114,113.291088,23.09238762
七号恋人·甜品茶饮,奶茶果汁,E10692910395612591170,830,113.302965,23.090725
宾果知茶,奶茶果汁,E923688580455766640,45,113.274144,23.095409
Mr.Tea茶公子,奶茶果汁,E3783148462905833660,26,113.276127,23.105826
叹吧royaltea皇茶,奶茶果汁,E4258244225596386840,13,113.289492,23.092642
全民果汁(富力海珠城店),奶茶果汁,E12482041003659109449,66,113.27388,23.09601
HouseTea茶室·奶茶·简餐·小吃(客村店),奶茶果汁,E13463052090231822144,41,113.322305,23.092834
曾氏凉茶,奶茶果汁,E9899127217579972808,28,113.311017,23.093828
叶氏凉茶,奶茶果汁,E9401204359990442976,11,113.285808,23.084821
06茶室（江湾店）,奶茶果汁,E10407002326925823116,1,113.275391,23.105386
遇尚鲜榨果汁奶茶,奶茶果汁,E6302170778888438745,1,113.284238,23.085837
芝士客水果茶,奶茶果汁,E16045140845617316547,13,113.278455,23.091361
禧御贡茶（江南新地店）,奶茶果汁,E7426484790047634819,35,113.268067,23.093248
黎恩凉茶（万寿路店）,奶茶果汁,E7416558318141735812,4,113.280422,23.102734
茶语奶茶,奶茶果汁,E7816039436827950035,5,113.276616,23.116183
益禾堂(昌岗店),奶茶果汁,E5402769288477622099,17,113.278745,23.091565
加点点,奶茶果汁,E627626726300657008,16,113.289816,23.092972
赛百味（海珠广场缤缤店）,奶茶果汁,E14336177795980890663,264,113.264797,23.115449
糖潮甜品(东风东路店),奶茶果汁,E771984623149916926,923,113.278755,23.130464
益禾堂(上下九宝华路店),奶茶果汁,E2100224864810463912,676,113.24161,23.11403
一芳台湾水果茶(淘金店),奶茶果汁,E16698373116979249299,853,113.288271,23.138984
1点点（动漫星城店）,奶茶果汁,E4219566553646540996,166,113.26499,23.12576
快乐柠檬（广州景点一店）,奶茶果汁,E2193485777460155733,113,113.265625,23.125293
CoCo都可（惠福店）,奶茶果汁,E6823016123038027948,287,113.267,23.121
橘菓子（动漫店）,奶茶果汁,E4725609714374482535,65,113.2638757,23.12562362
DQ(广州中华广场店),奶茶果汁,E8519730202413691979,396,113.28275,23.126196
咕噜咕噜（中山四路店）,奶茶果汁,E14911950073189236683,95,113.273657,23.126546
茶茶语茶,奶茶果汁,E9206120932972577505,41,113.287614,23.134379
H.T茶室,奶茶果汁,E4557222423263517271,22,113.270935,23.122398
乌煎道黑龙茶,奶茶果汁,E12250404669283472453,28,113.270068,23.133791
CoCo都可（大北店）,奶茶果汁,E3903345091152099316,97,113.26106,23.130827
咕噜咕噜（ 仰忠汇店）,奶茶果汁,E11067827596491684367,25,113.270047,23.119601
娱果酒店,奶茶果汁,E9727097219405344028,2,113.247098,23.107617
一只酸奶牛（公园前店）,奶茶果汁,E6890029791045738311,44,113.267144,23.125349
鹿野星茶,奶茶果汁,E17935059037469360760,24,113.265867,23.125674
王子拉茶（惠福东路店）,奶茶果汁,E3538392992003788609,625,113.266434,23.120936
咕噜咕噜（万菱广场店）,奶茶果汁,E9937435410561291457,36,113.262605,23.114623
IM茶(东山口店),奶茶果汁,E6032445646478195298,57,113.295799,23.121329
芮拉咖啡LA CAFFERIA(达镖店),奶茶果汁,E5996436676108866573,9,113.276704,23.089792
全民果汁(仰忠汇店),奶茶果汁,E13949203275736827218,8,113.26952,23.120248
满记甜品（五月花店）,奶茶果汁,E14162985147515038902,350,113.266857,23.125879
韵姐牛奶甜品世家(越秀店）,奶茶果汁,E17214379811801430971,3221,113.287996,23.141895
HITEA茶室(文德店),奶茶果汁,E1998637654345991007,1509,113.272467,23.12495
CoCo都可(动漫店),奶茶果汁,E187312151549194191,435,113.263835,23.125548
新作の茶SunTea(惠福东路店),奶茶果汁,E597042525540655153,1170,113.267918,23.121359
Taning挞柠·柠檬茶(西华路店),奶茶果汁,E11017534981142659584,743,113.251613,23.129917
Asktea·问茶(淘金店),奶茶果汁,E2648240482638631738,1074,113.288161,23.138967
龟金正(德政中店),奶茶果汁,E14516371163361410331,85,113.274998,23.125187
茶房·Tearoom(小北店),奶茶果汁,E8388949511246582535,102,113.270768,23.135537
Take(淘金店),奶茶果汁,E700933906595138993,177,113.287747,23.142723
HiTea茶室(沿江中路店),奶茶果汁,E10201790140443392973,151,113.269796,23.114823
一叶四季·简餐·下午茶,奶茶果汁,E11904490409729891663,5,113.276848,23.12702
TEA6茶饮,奶茶果汁,E17833843512509535699,69,113.282409,23.133836
有趣咖啡,奶茶果汁,E4941858061679668497,17,113.283786,23.121664
Koi(广州东方文德店),奶茶果汁,E7312844986993226422,135,113.272163,23.123409
Hi.Tea 茶室(应元路店),奶茶果汁,E1286219852927397166,69,113.26789,23.13513
鲜茶道MOLYTEA(解放北路店),奶茶果汁,E6410221737486628419,39,113.261194,23.136957
喝嘛黑糖珍珠（广州景点店）,奶茶果汁,E8534588160842429011,51,113.264872,23.125608
茶麻里CHAMALI(教育路店),奶茶果汁,E17043129942480544274,9,113.26604,23.12332
陸巷里(德政中路店),奶茶果汁,E1823703672255148441,2,113.274982,23.125179
C+茶,奶茶果汁,E13057694829935761230,5,113.279338,23.121977
猫出没(中山三路店),奶茶果汁,E2464475202385304801,1,113.285612,23.127494
赛百味（交易广场店）,奶茶果汁,E7152272396836580381,32,113.262615,23.131214
